2025-06-21 08:34:38,146 - INFO - Creating fixed states for Q-value evaluation...
2025-06-21 08:34:38,158 - INFO - Collected 0/5000 states...
2025-06-21 08:34:39,157 - INFO - Collected 1000/5000 states...
2025-06-21 08:34:40,157 - INFO - Collected 2000/5000 states...
2025-06-21 08:34:41,149 - INFO - Collected 3000/5000 states...
2025-06-21 08:34:42,140 - INFO - Collected 4000/5000 states...
2025-06-21 08:34:43,144 - INFO - Converting states to tensor...
2025-06-21 08:34:43,156 - INFO - Collected 5000 states for evaluation.
2025-06-21 08:34:43,156 - INFO - Filling replay buffer...
2025-06-21 08:37:41,449 - INFO - Starting training...
2025-06-21 08:37:43,296 - INFO - Episode 0, Reward: 1.0, Eps: 0.999, Avg Q: 2.15, Loss: 0.2683, Steps: 170, Frames: 680, Avg Reward (100): 1.00
2025-06-21 08:37:44,851 - INFO - Episode 1, Reward: 1.0, Eps: 0.999, Avg Q: 1.75, Loss: 0.0874, Steps: 345, Frames: 1380, Avg Reward (100): 1.00
2025-06-21 08:37:45,913 - INFO - Episode 2, Reward: 0.0, Eps: 0.998, Avg Q: 1.85, Loss: 0.0652, Steps: 468, Frames: 1872, Avg Reward (100): 0.67
2025-06-21 08:37:47,489 - INFO - Episode 3, Reward: 1.0, Eps: 0.998, Avg Q: 1.64, Loss: 0.0508, Steps: 646, Frames: 2584, Avg Reward (100): 0.75
2025-06-21 08:37:48,960 - INFO - Episode 4, Reward: 0.0, Eps: 0.997, Avg Q: 1.76, Loss: 0.0454, Steps: 783, Frames: 3132, Avg Reward (100): 0.60
2025-06-21 08:37:50,335 - INFO - Episode 5, Reward: 0.0, Eps: 0.997, Avg Q: 1.72, Loss: 0.0340, Steps: 907, Frames: 3628, Avg Reward (100): 0.50
2025-06-21 08:37:51,804 - INFO - Episode 6, Reward: 0.0, Eps: 0.996, Avg Q: 1.68, Loss: 0.0329, Steps: 1040, Frames: 4160, Avg Reward (100): 0.43
2025-06-21 08:37:54,486 - INFO - Episode 7, Reward: 3.0, Eps: 0.995, Avg Q: 1.60, Loss: 0.0305, Steps: 1302, Frames: 5208, Avg Reward (100): 0.75
2025-06-21 08:37:55,798 - INFO - Episode 8, Reward: 0.0, Eps: 0.995, Avg Q: 1.65, Loss: 0.0245, Steps: 1433, Frames: 5732, Avg Reward (100): 0.67
2025-06-21 08:37:57,213 - INFO - Episode 9, Reward: 0.0, Eps: 0.994, Avg Q: 1.66, Loss: 0.0253, Steps: 1561, Frames: 6244, Avg Reward (100): 0.60
2025-06-21 08:37:59,744 - INFO - Episode 10, Reward: 3.0, Eps: 0.994, Avg Q: 1.62, Loss: 0.0227, Steps: 1788, Frames: 7152, Avg Reward (100): 0.82
2025-06-21 08:38:01,908 - INFO - Episode 11, Reward: 2.0, Eps: 0.993, Avg Q: 1.67, Loss: 0.0218, Steps: 1980, Frames: 7920, Avg Reward (100): 0.92
2025-06-21 08:38:03,507 - INFO - Episode 12, Reward: 0.0, Eps: 0.992, Avg Q: 1.64, Loss: 0.0190, Steps: 2123, Frames: 8492, Avg Reward (100): 0.85
2025-06-21 08:38:05,170 - INFO - Episode 13, Reward: 0.0, Eps: 0.992, Avg Q: 1.61, Loss: 0.0205, Steps: 2272, Frames: 9088, Avg Reward (100): 0.79
2025-06-21 08:38:07,118 - INFO - Episode 14, Reward: 1.0, Eps: 0.991, Avg Q: 1.43, Loss: 0.0190, Steps: 2445, Frames: 9780, Avg Reward (100): 0.80
2025-06-21 08:38:08,465 - INFO - Episode 15, Reward: 0.0, Eps: 0.991, Avg Q: 1.62, Loss: 0.0211, Steps: 2572, Frames: 10288, Avg Reward (100): 0.75
2025-06-21 08:38:10,564 - INFO - Episode 16, Reward: 2.0, Eps: 0.990, Avg Q: 1.48, Loss: 0.0154, Steps: 2778, Frames: 11112, Avg Reward (100): 0.82
2025-06-21 08:38:12,914 - INFO - Episode 17, Reward: 3.0, Eps: 0.989, Avg Q: 1.67, Loss: 0.0197, Steps: 3025, Frames: 12100, Avg Reward (100): 0.94
2025-06-21 08:38:14,534 - INFO - Episode 18, Reward: 2.0, Eps: 0.988, Avg Q: 1.52, Loss: 0.0168, Steps: 3221, Frames: 12884, Avg Reward (100): 1.00
2025-06-21 08:38:16,334 - INFO - Episode 19, Reward: 2.0, Eps: 0.988, Avg Q: 1.52, Loss: 0.0168, Steps: 3428, Frames: 13712, Avg Reward (100): 1.05
2025-06-21 08:38:18,103 - INFO - Episode 20, Reward: 2.0, Eps: 0.987, Avg Q: 1.50, Loss: 0.0162, Steps: 3632, Frames: 14528, Avg Reward (100): 1.10
